tweet_id,retweet_count,favorite_count
806542213899489280,2293,10017
806242860592926720,11276,0
806219024703037440,1165,6333
805958939288408065,5204,0
805932879469572096,1874,8141
805826884734976000,1774,6445
805823200554876929,7779,0
805520635690676224,1612,5636
805487436403003392,2462,8628
805207613751304193,1677,7684
804738756058218496,3722,13402
804475857670639616,1961,6018
804413760345620481,3141,0
804026241225523202,15639,43489
803773340896923648,2663,9860
803692223237865472,7217,0
803638050916102144,4036,10725
803380650405482500,1829,7612
803321560782307329,5165,0
803276597545603072,2387,9834
802952499103731712,1943,8854
802624713319034886,2821,0
802600418706604034,1421,6974
802572683846291456,2447,8785
802323869084381190,5685,15861
802265048156610565,1341,6807
802239329049477120,2549,8915
802185808107208704,268,0
801958328846974976,1663,7608
801854953262350336,232,1768
801538201127157760,2018,8072
801285448605831168,800,5922
801167903437357056,5739,23941
801127390143516673,3852,0
801115127852503040,2041,7917
800859414831898624,96,673
800855607700029440,1565,0
800751577355128832,2720,10378
800513324630806528,2920,12903
800459316964663297,2122,9319
800443802682937345,4181,0
800388270626521089,2730,10943
800188575492947969,3832,0
800141422401830912,2472,14962
800018252395122689,12770,27751
799774291445383169,4529,0
799757965289017345,2093,8231
799422933579902976,1875,7923
799308762079035393,5301,0
799297110730567681,2674,9678
799063482566066176,2415,7930
798933969379225600,4340,12818
798925684722855936,1405,7367
798705661114773508,6463,0
798701998996647937,7540,0
798697898615730177,6340,0
798694562394996736,4828,0
798686750113755136,2264,0
798682547630837760,4612,0
798673117451325440,5417,0
798665375516884993,3805,0
798644042770751489,1803,0
798628517273620480,1923,0
798585098161549313,5502,0
798576900688019456,5691,0
798340744599797760,3247,0
798209839306514432,2489,10216
797971864723324932,3019,11345
797545162159308800,4746,14286
797236660651966464,6395,19531
797165961484890113,26,222
796904159865868288,8684,0
796865951799083009,1884,7531
796759840936919040,2952,11561
796563435802726400,7019,0
796484825502875648,1710,7413
796387464403357696,4037,10778
796177847564038144,13881,0
796149749086875649,13881,31574
796125600683540480,1750,4881
796116448414461957,2336,8908
796080075804475393,2244,8278
796031486298386433,3626,10592
795464331001561088,22877,48437
795400264262053889,2781,9829
795076730285391872,5296,15862
794983741416415232,3272,0
794926597468000259,2251,10022
794355576146903043,10004,0
794332329137291264,2609,9423
794205286408003585,3233,9065
793962221541933056,4746,16476
793845145112371200,1807,9048
793614319594401792,3043,0
793601777308463104,1570,7828
793500921481273345,2311,10458
793286476301799424,8910,24085
793271401113350145,2334,8535
793256262322548741,8114,19569
793241302385262592,3206,10306
793226087023144960,2802,9600
793210959003287553,2716,8737
793195938047070209,5469,14946
793180763617361921,1936,6801
793165685325201412,2709,9190
793150605191548928,1654,6051
793135492858580992,2439,6274
793120401413079041,3802,12399
792913359805018113,3859,14006
792883833364439040,4146,11066
792773781206999040,1637,7211
792394556390137856,4178,13128
792050063153438720,1735,6992
791821351946420224,20514,0
791784077045166082,9272,0
791780927877898241,3711,0
791774931465953280,21542,44124
791672322847637504,3043,11518
791406955684368384,3999,12877
791312159183634433,2460,8582
791026214425268224,3970,0
790987426131050500,2073,9604
790946055508652032,4545,16338
790723298204217344,2240,0
790698755171364864,1869,8046
790581949425475584,6906,20210
790337589677002753,1838,7668
790277117346975746,3085,12303
790227638568808452,3448,0
789986466051088384,2240,9072
789960241177853952,3988,0
789903600034189313,4021,10117
789628658055020548,1714,7321
789599242079838210,1869,6598
789530877013393408,3272,11473
789314372632018944,2222,8442
789280767834746880,4774,0
789268448748703744,2542,8921
789137962068021249,2701,9506
788908386943430656,12121,26853
788765914992902144,10004,26751
788552643979468800,6933,0
788412144018661376,5116,15212
788178268662984705,2039,7085
788150585577050112,1242,5984
788070120937619456,3339,0
788039637453406209,1274,5998
787810552592695296,2954,8434
787717603741622272,2685,10041
787397959788929025,2770,10665
787322443945877504,1685,7621
787111942498508800,6538,0
786963064373534720,7741,26069
786729988674449408,2363,0
786709082849828864,5949,17883
786664955043049472,2457,10347
786595970293370880,3037,9277
786363235746385920,3361,10632
786286427768250368,2744,7794
786233965241827333,4566,14890
786051337297522688,152,1392
786036967502913536,6767,0
785927819176054784,3090,11149
785872687017132033,1742,6550
785639753186217984,2174,7696
785533386513321988,1924,8879
785515384317313025,1215,5989
785264754247995392,1579,7108
785170936622350336,4682,11733
784826020293709826,3141,9876
784517518371221505,2446,8781
784431430411685888,1232,5604
784183165795655680,7779,19587
784057939640352768,10744,29041
783839966405230592,10438,29262
783821107061198850,1896,7198
783695101801398276,3106,10224
783466772167098368,2158,8242
783391753726550016,5289,16492
783347506784731136,5354,0
783334639985389568,11276,28406
783085703974514689,2116,7972
782969140009107456,7121,23549
782747134529531904,1363,7287
782722598790725632,5204,16833
782598640137187329,1817,7612
782305867769217024,5351,16224
782021823840026624,5976,0
781955203444699136,3242,10884
781661882474196992,2618,10175
781655249211752448,1094,3906
781524693396357120,5361,20234
781308096455073793,2473,6971
781251288990355457,2000,8191
781163403222056960,2663,9557
780931614150983680,7019,21109
780858289093574656,1939,7019
780800785462489090,1249,5344
780601303617732608,3237,11789
780543529827336192,1687,6143
780496263422808064,3541,0
780476555013349377,109,0
780459368902959104,1034,5158
780192070812196864,2162,8474
780092040432480260,2220,0
780074436359819264,4768,11799
779834332596887552,6767,18356
779377524342161408,2996,8537
779124354206535695,17637,0
779056095788752897,4367,14374
778990705243029504,6917,19403
778774459159379968,9522,0
778764940568104960,350,841
778748913645780993,1255,6684
778650543019483137,1441,5602
778624900596654080,973,4484
778408200802557953,4148,13268
778396591732486144,11761,0
778383385161035776,1056,5664
778286810187399168,3178,10088
778039087836069888,2551,8256
778027034220126208,1542,6381
777953400541634568,3389,0
777885040357281792,1569,6189
777684233540206592,2821,10935
777641927919427584,4073,0
777621514455814149,2422,8493
777189768882946048,4154,13822
776819012571455488,13174,0
776813020089548800,1156,4755
776477788987613185,2666,8550
776249906839351296,8777,0
776218204058357768,15251,28996
776201521193218049,2425,9309
776113305656188928,4181,11458
776088319444877312,146,1782
775898661951791106,16138,0
775842724423557120,2557,11370
775733305207554048,3852,13499
775729183532220416,4437,12634
775364825476165632,2844,7172
775350846108426240,3755,9858
775085132600442880,4529,15106
774757898236878852,1722,8375
774639387460112384,1663,6551
774314403806253056,5301,21172
773985732834758656,3714,10431
773922284943896577,1677,6230
773704687002451968,1552,6421
773670353721753600,1261,5204
773547596996571136,5901,21463
773336787167145985,4853,0
773308824254029826,7194,22671
773247561583001600,3135,9197
773191612633579521,3977,9707
772877495989305348,3719,8311
772826264096874500,2274,7807
772615324260794368,3250,0
772581559778025472,1641,6310
772193107915964416,1333,5839
772152991789019136,1094,3698
772117678702071809,712,3651
772114945936949249,457,2657
772102971039580160,899,3882
771908950375665664,1808,6363
771770456517009408,3247,11641
771500966810099713,2508,8025
771380798096281600,4853,10200
771171053431250945,7151,0
771136648247640064,2809,8878
771102124360998913,1380,6044
771014301343748096,1592,6696
770787852854652928,1154,4790
770772759874076672,1361,5033
770655142660169732,1720,7132
770414278348247044,2006,6139
770293558247038976,1408,6025
770093767776997377,2922,0
770069151037685760,2203,7365
769940425801170949,9155,30266
769695466921623552,1617,6235
769335591808995329,7420,0
769212283578875904,1652,5230
768970937022709760,6232,13850
768909767477751808,2566,0
768855141948723200,854,4056
768609597686943744,1145,3980
768596291618299904,1231,4886
768554158521745409,5583,0
768473857036525572,3279,13193
768193404517830656,3389,10537
767884188863397888,1314,4613
767754930266464257,5165,15499
767500508068192258,2244,7275
767191397493538821,3608,11902
767122157629476866,2742,9869
766864461642756096,5380,0
766793450729734144,1309,4888
766714921925144576,361,2525
766693177336135680,766,3892
766423258543644672,1515,5817
766313316352462849,1807,6565
766078092750233600,2513,0
766069199026450432,813,4091
766008592277377025,477,3638
765719909049503744,2074,7015
765669560888528897,1184,5026
765395769549590528,3255,25880
765371061932261376,2080,6856
765222098633691136,3250,11263
764857477905154048,1709,6254
764259802650378240,1440,5820
763956972077010945,51,742
763837565564780549,3970,12145
763183847194451968,1412,5200
763167063695355904,2879,0
763103485927849985,2207,7140
762699858130116608,3448,11735
762471784394268675,6143,10849
762464539388485633,3988,9968
762316489655476224,1067,4632
762035686371364864,14856,30767
761976711479193600,1907,5230
761750502866649088,3742,0
761745352076779520,828,4145
761672994376806400,27815,47749
761599872357261312,1136,3992
761371037149827077,17299,0
761334018830917632,1395,5001
761292947749015552,1046,4338
761227390836215808,1503,5166
761004547850530816,3339,10983
760893934457552897,927,3694
760656994973933572,1818,6368
760641137271070720,1235,4818
760539183865880579,3471,7311
760521673607086080,1334,4055
760290219849637889,10974,25891
760252756032651264,831,3814
760190180481531904,1718,5516
760153949710192640,30,0
759943073749200896,1995,5741
759923798737051648,5380,14176
759846353224826880,1887,6501
759793422261743616,1826,5758
759557299618865152,1144,4532
759447681597108224,2363,8206
759446261539934208,467,1612
759197388317847553,1860,5887
759159934323924993,1109,0
759099523532779520,3962,14014
759047813560868866,1917,6261
758854675097526272,868,3426
758828659922702336,3681,10831
758740312047005698,1549,5548
758474966123810816,950,3668
758467244762497024,2110,4631
758405701903519748,1828,5029
758355060040593408,1014,3254
758099635764359168,9522,18351
758041019896193024,353,2607
757741869644341248,3125,6620
757729163776290825,7541,0
757725642876129280,1157,4385
757611664640446465,1044,4411
757597904299253760,287,0
757596066325864448,1005,4190
757400162377592832,6543,14592
757393109802180609,1654,5608
757354760399941633,1353,4355
756998049151549440,1898,6050
756939218950160384,1909,6412
756651752796094464,1239,4866
756526248105566208,3428,10028
756303284449767430,1054,3802
756288534030475264,16929,42515
756275833623502848,1462,6153
755955933503782912,2738,7047
755206590534418437,5097,15844
755110668769038337,10595,20420
754874841593970688,7548,0
754856583969079297,2394,6657
754747087846248448,497,2496
754482103782404096,1868,5087
754449512966619136,697,3611
754120377874386944,2242,7600
753655901052166144,2077,5620
753420520834629632,3386,7584
753398408988139520,1814,5531
753375668877008896,2220,7358
753298634498793472,5423,0
753294487569522689,991,3238
753039830821511168,19910,35719
753026973505581056,911,3773
752932432744185856,6538,12149
752917284578922496,1494,6697
752701944171524096,2732,0
752682090207055872,1516,5800
752660715232722944,1485,4213
752568224206688256,2172,5291
752519690950500352,3278,7088
752334515931054080,1049,3684
752309394570878976,15454,0
752173152931807232,1743,5743
751950017322246144,870,2945
751937170840121344,1251,4986
751830394383790080,1857,5601
751793661361422336,2752,5582
751598357617971201,2916,7671
751583847268179968,1046,4230
751538714308972544,1195,4855
751456908746354688,955,3096
751251247299190784,5591,12076
751205363882532864,1726,6084
751132876104687617,1234,4868
750868782890057730,1293,4600
750719632563142656,4774,12660
750506206503038976,1092,4274
750429297815552001,4073,12690
750383411068534784,1090,4390
750381685133418496,27,671
750147208377409536,914,3001
750132105863102464,1228,3487
750117059602808832,1248,4185
750101899009982464,806,2936
750086836815486976,508,2096
750071704093859840,3155,7511
750056684286914561,855,3053
750041628174217216,582,3055
750026558547456000,745,2618
750011400160841729,861,3113
749996283729883136,779,2937
749981277374128128,2357,4923
749774190421639168,1263,4502
749417653287129088,1561,5879
749403093750648834,503,2510
749395845976588288,3275,8238
749317047558017024,2131,5261
749075273010798592,1970,5528
749064354620928000,1459,4628
749036806121881602,755,2979
748977405889503236,3235,10346
748932637671223296,2141,5566
748705597323898880,912,2676
748699167502000129,1511,4562
748692773788876800,1272,4068
748575535303884801,1893,5834
748568946752774144,641,2116
748346686624440324,1172,5019
748337862848962560,3901,7306
748324050481647620,719,3555
748307329658011649,678,3554
748220828303695873,7384,13583
747963614829678593,2032,5558
747933425676525569,2428,6348
747885874273214464,921,2811
747844099428986880,708,2716
747816857231626240,1107,4645
747651430853525504,147,1314
747648653817413632,5542,12366
747600769478692864,539,2251
747594051852075008,990,3529
747512671126323200,1533,5297
747461612269887489,994,3722
747439450712596480,1818,5199
747242308580548608,2756,0
747219827526344708,1487,5043
747204161125646336,865,3223
747103485104099331,3761,9162
746906459439529985,279,2790
746872823977771008,2024,5744
746818907684614144,1659,5111
746790600704425984,1521,4673
746757706116112384,3711,9159
746726898085036033,1704,5808
746542875601690625,1805,4841
746521445350707200,936,0
746507379341139972,1035,4475
746369468511756288,1548,5962
746131877086527488,2080,6602
746056683365994496,774,3425
745789745784041472,1003,3829
745712589599014916,2203,6711
745433870967832576,2410,6771
745422732645535745,2292,8199
745314880350101504,2598,6855
745074613265149952,3311,7522
745057283344719872,2127,6957
744995568523612160,582,2843
744971049620602880,2537,7548
744709971296780288,1490,5379
744334592493166593,1996,6493
744234799360020481,73560,149439
744223424764059648,341,1581
743980027717509120,1041,4005
743895849529389061,919,3505
743835915802583040,1958,0
743609206067040256,1316,4296
743595368194129920,6186,17559
743545585370791937,891,3386
743510151680958465,3536,7614
743253157753532416,1157,4058
743222593470234624,1820,5943
743210557239623680,1291,3676
742534281772302336,3392,6761
742528092657332225,1855,4233
742465774154047488,3722,6947
742423170473463808,3541,9415
742385895052087300,1861,6516
742161199639494656,1293,4116
742150209887731712,1463,4875
741793263812808706,1420,4350
741743634094141440,2603,7807
741438259667034112,774,3530
741303864243200000,3039,8399
741099773336379392,5239,9553
741067306818797568,2922,9127
740995100998766593,2570,6059
740711788199743490,897,3245
740699697422163968,740,2725
740676976021798912,6463,17360
740373189193256964,12605,33526
740365076218183684,403,2346
740359016048689152,814,3137
740214038584557568,1856,6390
739979191639244800,5583,19077
739932936087216128,1019,3881
739844404073074688,812,3634
739623569819336705,1284,3600
739606147276148736,1562,5162
739544079319588864,20041,37651
739485634323156992,2749,6814
739238157791694849,54850,110594
738891149612572673,6,99
738885046782832640,1083,3599
738883359779196928,744,3142
738537504001953792,1449,4862
738402415918125056,777,3112
738184450748633089,1151,4115
738166403467907072,3149,8356
738156290900254721,610,2388
737826014890496000,1669,5027
737800304142471168,3282,9550
737678689543020544,1247,4796
737445876994609152,4209,9769
737322739594330112,767,3439
737310737551491075,7003,13986
736736130620620800,1622,4042
736392552031657984,6933,16903
736365877722001409,1168,3800
736225175608430592,2641,7735
736010884653420544,2797,7515
735991953473572864,1076,3416
735648611367784448,1045,3862
735635087207878657,2224,5877
735274964362878976,4731,12441
735256018284875776,831,3174
735137028879360001,919,2986
734912297295085568,498,2628
734787690684657664,5967,11945
734776360183431168,504,2396
734559631394082816,374,1421
733828123016450049,739,3410
733822306246479872,971,3510
733482008106668032,891,2977
733460102733135873,1184,3985
733109485275860992,16138,50947
732732193018155009,504,2317
732726085725589504,835,3393
732585889486888962,740,3479
732375214819057664,2364,7717
732005617171337216,5064,14159
