tweet_id,retweet_count,favorite_count
731285275100512256,942,3338
731156023742988288,1188,3651
730924654643314689,1870,5863
730573383004487680,2003,4638
730427201120833536,978,3325
730211855403241472,998,3623
730196704625098752,1766,4597
729854734790754305,1054,3843
729838605770891264,356,1650
729823566028484608,1172,3782
729463711119904772,2179,5502
729113531270991872,301,1789
728986383096946689,769,2993
728760639972315136,1604,4436
728751179681943552,641,2628
728653952833728512,982,3151
728409960103686147,1887,4670
728387165835677696,908,3541
728046963732717569,1136,4083
728035342121635841,1572,4326
728015554473250816,1036,3929
727685679342333952,603,2830
727644517743104000,1653,5581
727524757080539137,1142,4253
727314416056803329,703,3176
727286334147182592,775,2920
727175381690781696,1304,3719
727155742655025152,1248,3444
726935089318363137,2300,6547
726887082820554753,1424,3659
726828223124897792,949,3405
726224900189511680,1082,4219
725842289046749185,2513,6763
725786712245440512,1292,3975
725729321944506368,1668,4959
725458796924002305,575,1348
724983749226668032,1224,3555
724771698126512129,594,2229
724405726123311104,1571,5031
724049859469295616,1681,4117
724046343203856385,524,2536
724004602748780546,1450,3975
723912936180330496,1162,3707
723688335806480385,2751,7289
723673163800948736,838,2885
723179728551723008,1759,5047
722974582966214656,1477,3900
722613351520608256,1545,4751
721503162398597120,1717,4383
721001180231503872,578,2407
720785406564900865,725,2948
720775346191278080,615,2340
720415127506415616,1416,3946
720389942216527872,2351,6059
720340705894408192,917,2729
720059472081784833,1054,3672
720043174954147842,1895,4708
719991154352222208,1638,4613
719704490224398336,1341,4325
719551379208073216,1790,4811
719367763014393856,708,2672
719339463458033665,1159,4246
719332531645071360,897,3278
718971898235854848,1019,3297
718939241951195136,1646,4995
718631497683582976,7540,17944
718613305783398402,452,2324
718540630683709445,956,2318
718460005985447936,496,2568
718454725339934721,1423,4624
718246886998687744,464,1820
718234618122661888,936,3684
717841801130979328,563,2338
717790033953034240,1029,2717
717537687239008257,1741,5509
717428917016076293,424,1536
717421804990701568,786,2996
717047459982213120,1811,5977
717009362452090881,905,3081
716802964044845056,1098,4090
716791146589110272,1493,7856
716730379797970944,409,1175
716447146686459905,5533,12435
716439118184652801,199,2275
716285507865542656,993,2646
716080869887381504,1794,6465
715928423106027520,831,3039
715758151270801409,1350,3535
715733265223708672,1601,4457
715704790270025728,538,2644
715696743237730304,1218,3735
715680795826982913,1508,4088
715360349751484417,1476,5210
715342466308784130,647,2905
715220193576927233,613,2309
715200624753819648,1757,4911
715009755312439296,1156,3954
714982300363173890,975,3549
714962719905021952,4009,6999
714957620017307648,1329,3950
714631576617938945,938,3118
714606013974974464,873,3468
714485234495041536,1065,2538
714258258790387713,691,2897
714251586676113411,789,3122
714214115368108032,827,2181
714141408463036416,1329,4115
713919462244790272,749,3140
713909862279876608,516,1811
713900603437621249,691,2710
713761197720473600,1289,4635
713411074226274305,1234,4233
713177543487135744,2700,6877
713175907180089344,1391,4235
712809025985978368,6340,18146
712717840512598017,4686,11724
712668654853337088,1142,3957
712438159032893441,1481,5062
712309440758808576,25,225
712097430750289920,978,3600
712092745624633345,844,2807
712085617388212225,463,3120
712065007010385924,590,2143
711998809858043904,123,0
711968124745228288,2179,7668
711743778164514816,940,2712
711732680602345472,3848,8380
711694788429553666,17299,31268
711652651650457602,858,3676
711363825979756544,1074,3455
711306686208872448,703,3147
711008018775851008,578,2855
710997087345876993,1315,4363
710844581445812225,647,2430
710833117892898816,503,2558
710658690886586372,531,2206
710609963652087808,2258,4572
710588934686908417,1759,4323
710296729921429505,697,2271
710283270106132480,494,2065
710272297844797440,1184,4312
710269109699739648,1057,2286
710153181850935296,848,2778
710140971284037632,838,2621
710117014656950272,1869,5203
709918798883774466,1025,3340
709901256215666688,97,638
709852847387627521,1136,3341
709566166965075968,1133,3380
709556954897764353,1013,3127
709519240576036864,225,1433
709449600415961088,540,2102
709409458133323776,644,2521
709225125749587968,541,2292
709207347839836162,5437,11898
709198395643068416,610,2342
709179584944730112,633,1923
709158332880297985,385,1945
709042156699303936,1543,4505
708853462201716736,623,1723
708845821941387268,847,2834
708834316713893888,475,1607
708810915978854401,6518,15720
708738143638450176,773,2633
708711088997666817,674,2414
708479650088034305,645,2428
708469915515297792,768,2956
708400866336894977,9480,15177
708356463048204288,1251,3411
708349470027751425,701,2250
708149363256774660,1471,4112
708130923141795840,811,3213
708119489313951744,927,2568
708109389455101952,529,1867
708026248782585858,1819,4192
707995814724026368,1066,2980
707983188426153984,2,49
707969809498152960,907,2564
707776935007539200,907,3134
707741517457260545,578,2374
707738799544082433,2312,3892
707693576495472641,945,3233
707629649552134146,820,2449
707610948723478529,5976,16191
707420581654872064,663,2150
707411934438625280,567,2197
707387676719185920,1201,3335
707377100785885184,1023,3109
707315916783140866,600,2363
707297311098011648,740,2664
707059547140169728,638,2482
707038192327901184,745,2086
707021089608753152,1275,3900
707014260413456384,565,2207
706904523814649856,7420,13913
706901761596989440,548,1947
706681918348251136,921,3152
706644897839910912,1035,2442
706593038911545345,599,2059
706538006853918722,1356,3324
706516534877929472,973,2983
706346369204748288,877,3287
706310011488698368,7453,20291
706291001778950144,450,1630
706265994973601792,879,2606
706169069255446529,2092,3730
706166467411222528,1514,4915
706153300320784384,362,1411
705975130514706432,688,2966
705970349788291072,841,3036
705898680587526145,524,2270
705786532653883392,489,1845
705591895322394625,1083,3022
705475953783398401,865,2836
705442520700944385,1517,4198
705428427625635840,1582,3632
705239209544720384,712,2862
705223444686888960,755,2472
705102439679201280,490,2047
705066031337840642,577,2085
704871453724954624,1058,4081
704859558691414016,498,2152
704847917308362754,1431,4846
704819833553219584,923,2521
704761120771465216,2756,6344
704499785726889984,947,2774
704491224099647488,74,714
704480331685040129,1018,3250
704364645503647744,3352,7614
704347321748819968,330,1504
704134088924532736,431,1438
704113298707505153,541,1777
704054845121142784,871,2794
703774238772166656,427,1769
703769065844768768,1083,3114
703631701117943808,631,2443
703611486317502464,1448,3670
703425003149250560,1281,3622
703407252292673536,653,2331
703382836347330562,1081,3338
703356393781329922,366,1829
703268521220972544,514,1894
703079050210877440,2918,7052
703041949650034688,11761,25134
702932127499816960,680,2467
702899151802126337,425,1529
702684942141153280,1006,3088
702671118226825216,534,2090
702598099714314240,3249,11687
702539513671897089,912,2760
702332542343577600,1459,3022
702321140488925184,998,3139
702276748847800320,727,2351
702217446468493312,1272,4564
701981390485725185,930,3287
701952816642965504,976,3669
701889187134500865,1311,3374
701805642395348998,1579,3259
701601587219795968,431,2006
701570477911896070,879,2690
701545186879471618,579,2548
701214700881756160,4828,11665
700890391244103680,535,2123
700864154249383937,594,2479
700847567345688576,475,2351
700796979434098688,891,2330
700747788515020802,8777,21751
700518061187723268,753,2494
700505138482569216,544,2183
700462010979500032,1689,3929
700167517596164096,688,2516
700151421916807169,641,2145
700143752053182464,2566,7182
700062718104104960,649,2524
700029284593901568,550,1982
700002074055016451,1265,3154
699801817392291840,898,2893
699788877217865730,486,2133
699779630832685056,1169,2599
699775878809702401,574,1872
699691744225525762,4347,9801
699446877801091073,2493,5701
699434518667751424,488,2079
699423671849451520,305,1295
699413908797464576,594,1988
699370870310113280,414,1811
699323444782047232,819,3012
699088579889332224,592,2157
699079609774645248,612,2339
699072405256409088,1128,2826
699060279947165696,1702,3571
699036661657767936,1141,2495
698989035503689728,920,3183
698953797952008193,859,2556
698907974262222848,588,2412
698710712454139905,644,2359
698703483621523456,352,1381
698635131305795584,326,1241
698549713696649216,588,2217
698355670425473025,421,1757
698342080612007937,913,2159
698262614669991936,1885,4563
698195409219559425,5647,16023
698178924120031232,700,2692
697995514407682048,320,1450
697990423684476929,1220,3134
697943111201378304,643,2282
697881462549430272,1101,2882
697630435728322560,519,1660
697616773278015490,957,2992
697596423848730625,1195,2873
697575480820686848,481,1947
697516214579523584,1050,1946
697482927769255936,634,2315
697463031882764288,1327,3269
697270446429966336,1783,4502
697259378236399616,947,3148
697255105972801536,1097,2930
697242256848379904,640,2419
696900204696625153,976,3025
696894894812565505,646,2238
696886256886657024,1698,4628
696877980375769088,674,2343
696754882863349760,340,1414
696744641916489729,885,1972
696713835009417216,615,2262
696518437233913856,1636,3743
696490539101908992,134,1157
696488710901260288,969,2397
696405997980676096,1097,3063
696100768806522880,618,1845
695816827381944320,1086,2877
695794761660297217,734,3026
695767669421768709,700,1771
695629776980148225,1982,4356
695446424020918272,1723,4224
695409464418041856,3396,8276
695314793360662529,1362,3454
695095422348574720,581,2528
695074328191332352,1039,2698
695064344191721472,555,1529
695051054296211456,753,2527
694925794720792577,869,2577
694905863685980160,881,2625
694669722378485760,13573,34189
694356675654983680,269,1433
694352839993344000,577,1946
694342028726001664,459,1514
694329668942569472,477,1908
694206574471057408,1930,3974
694183373896572928,881,2812
694001791655137281,970,3255
693993230313091072,382,1801
693942351086120961,348,1670
693647888581312512,554,2567
693644216740769793,119,1298
693642232151285760,397,2437
693629975228977152,753,2343
693622659251335168,355,1467
693590843962331137,1852,4826
693582294167244802,235,1578
693486665285931008,599,1689
693280720173801472,1180,3201
693267061318012928,766,2271
693262851218264065,468,2101
693231807727280129,701,2752
693155686491000832,3028,7525
693109034023534592,575,1629
693095443459342336,429,1778
692919143163629568,720,2563
692905862751522816,828,2323
692901601640583168,571,1679
692894228850999298,745,2159
692828166163931137,845,2749
692752401762250755,3456,6518
692568918515392513,1461,4159
692535307825213440,1288,3011
692530551048294401,390,1759
692423280028966913,210,1405
692417313023332352,3273,8945
692187005137076224,776,2416
692158366030913536,749,2047
692142790915014657,368,1571
692041934689402880,1191,3241
692017291282812928,903,2761
691820333922455552,1559,3791
691793053716221953,4001,7765
691756958957883396,931,2701
691675652215414786,477,1864
691483041324204033,527,2287
691459709405118465,1075,3863
691444869282295808,795,2515
691416866452082688,7217,18467
691321916024623104,628,2466
691096613310316544,838,2850
691090071332753408,318,1652
690989312272396288,2719,5645
690959652130045952,1169,3415
690938899477221376,1838,3902
690932576555528194,958,3128
690735892932222976,1206,3614
690728923253055490,490,2079
690690673629138944,778,2227
690649993829576704,260,1243
690607260360429569,16,287
690597161306841088,575,1860
690400367696297985,426,1806
690374419777196032,801,3104
690360449368465409,834,2537
690348396616552449,486,1428
690248561355657216,393,1607
690021994562220032,973,2678
690015576308211712,695,2374
690005060500217858,1601,3510
689999384604450816,348,1352
689993469801164801,426,1397
689977555533848577,426,1309
689905486972461056,655,2342
689877686181715968,1103,2903
689835978131935233,715,2082
689661964914655233,889,3092
689659372465688576,3640,9897
689623661272240129,610,2124
689599056876867584,5218,11142
689557536375177216,431,1965
689517482558820352,1351,3247
689289219123089408,882,2151
689283819090870273,1044,3115
689280876073582592,670,1894
689275259254616065,235,1094
689255633275777024,1024,2442
689154315265683456,941,2948
689143371370250240,476,1931
688916208532455424,816,2591
688908934925697024,725,2012
688898160958271489,739,2000
688894073864884227,649,2144
688828561667567616,345,1318
688804835492233216,179,918
688789766343622656,630,2119
688547210804498433,661,2470
688519176466644993,694,2221
688385280030670848,4229,8842
688211956440801280,786,2149
688179443353796608,556,2042
688116655151435777,733,2696
688064179421470721,341,1654
687841446767013888,2368,5203
687826841265172480,1059,2620
687818504314159109,904,2377
687807801670897665,681,2274
687732144991551489,627,1677
687704180304273409,799,2323
687664829264453632,486,1849
687494652870668288,547,1814
687480748861947905,227,1530
687476254459715584,505,1894
687460506001633280,512,1967
687399393394311168,581,1809
687317306314240000,8684,19242
687312378585812992,1797,4162
687127927494963200,2136,5176
687124485711986689,479,2098
687109925361856513,2332,5552
687102708889812993,913,2236
687096057537363968,575,2138
686947101016735744,3021,8251
686760001961103360,1312,3355
686749460672679938,1371,3319
686730991906516992,1138,3945
686683045143953408,763,2703
686618349602762752,1288,3534
686606069955735556,514,1802
686394059078897668,654,1662
686386521809772549,835,3116
686377065986265092,534,2115
686358356425093120,623,2079
686286779679375361,1585,3844
686050296934563840,691,2123
686035780142297088,111,1097
686034024800862208,1080,2942
686007916130873345,384,2365
686003207160610816,585,1745
685973236358713344,492,2003
685943807276412928,557,1551
685906723014619143,2697,7133
685681090388975616,116,1948
685667379192414208,532,2250
685663452032069632,1383,3076
685641971164143616,726,2779
685547936038666240,14725,31412
685532292383666176,1091,2897
685325112850124800,3742,9000
685321586178670592,597,2526
685315239903100929,985,3140
685307451701334016,415,1985
685268753634967552,1128,2956
685198997565345792,630,2229
685169283572338688,1348,3932
684969860808454144,346,2280
684959798585110529,2950,6485
684940049151070208,985,3058
684926975086034944,443,3339
684914660081053696,1375,3350
684902183876321280,498,1782
684880619965411328,760,2000
684830982659280897,20514,33419
684800227459624960,947,2601
684594889858887680,3302,8492
684588130326986752,1336,3927
684567543613382656,1141,2869
684538444857667585,894,2522
684481074559381504,1113,3702
684460069371654144,527,1887
684241637099323392,3089,7744
684225744407494656,196,1186
684222868335505415,1294,3651
684200372118904832,985,2052
684195085588783105,479,1820
684188786104872960,1098,3337
684177701129875456,624,1924
684147889187209216,1439,2855
684122891630342144,444,1910
684097758874210310,1353,3930
683857920510050305,1061,3637
683852578183077888,330,1859
683849932751646720,898,2484
683834909291606017,1063,2511
683828599284170753,1002,2681
683773439333797890,1270,3194
683742671509258241,3134,6165
683515932363329536,2732,6996
683498322573824003,919,3023
683481228088049664,948,2548
683462770029932544,643,2315
683449695444799489,1515,3687
683391852557561860,2264,7298
683357973142474752,863,2759
683142553609318400,986,2739
683111407806746624,860,3246
683098815881154561,618,2075
683078886620553216,537,1906
683030066213818368,703,2067
682962037429899265,15481,35006
682808988178739200,158,1697
682788441537560576,1055,2366
682750546109968385,410,1445
682697186228989953,343,1256
682662431982772225,1023,2914
682638830361513985,561,1969
682429480204398592,1086,3280
682406705142087680,1657,7219
682393905736888321,626,2139
682389078323662849,444,1590
682303737705140231,922,2923
682259524040966145,1122,3949
682242692827447297,1083,3078
682088079302213632,9272,17345
682059653698686977,1585,4704
682047327939461121,883,3050
682032003584274432,1878,6264
682003177596559360,1424,2974
681981167097122816,976,2672
681891461017812993,775,2359
681694085539872773,3832,12219
681679526984871937,416,1684
681654059175129088,855,2502
681610798867845120,443,1805
681579835668455424,1225,3372
681523177663676416,5423,13591
681340665377193984,256,1565
681339448655802368,3855,8862
681320187870711809,699,2517
681302363064414209,1711,3746
681297372102656000,894,3062
681281657291280384,1037,3075
681261549936340994,251,1388
681242418453299201,494,1415
681231109724700672,460,2301
681193455364796417,1391,3527
680970795137544192,614,2294
680959110691590145,1881,4372
680940246314430465,977,3040
680934982542561280,409,1990
680913438424612864,583,2297
680889648562991104,346,1680
680836378243002368,1249,3289
680805554198020098,631,2051
680801747103793152,770,2260
680798457301471234,973,2701
680609293079592961,653,2499
680583894916304897,1247,3438
680497766108381184,1801,4020
680494726643068929,459,1633
680473011644985345,709,2418
680440374763077632,471,1381
680221482581123072,279,1414
680206703334408192,1099,2698
680191257256136705,471,2051
680176173301628928,1457,3698
680161097740095489,695,2221
680145970311643136,1641,3435
680130881361686529,887,2185
680115823365742593,857,2589
680100725817409536,1298,3427
680085611152338944,8494,12193
680070545539371008,808,2462
679877062409191424,606,1881
679872969355714560,630,2088
679862121895714818,579,2342
679854723806179328,1158,2721
679844490799091713,713,2262
679828447187857408,13173,34408
679777920601223168,1033,2956
679736210798047232,743,1989
679729593985699840,780,2064
679722016581222400,442,1585
679530280114372609,1961,4533
679527802031484928,682,2507
679511351870550016,1185,3189
679503373272485890,1378,3005
679475951516934144,604,1992
679462823135686656,17637,29871
679405845277462528,1122,2252
679158373988876288,7548,20136
679148763231985668,968,2648
679132435750195208,1082,2816
679111216690831360,2429,5638
679062614270468097,7541,16046
679047485189439488,616,2131
679001094530465792,1147,2699
678991772295516161,1080,2150
678969228704284672,427,1551
678800283649069056,846,2433
678798276842360832,1086,3259
678774928607469569,850,2659
678767140346941444,1270,3337
678764513869611008,436,1537
678755239630127104,3057,6702
678740035362037760,1556,3537
678708137298427904,2277,5303
678675843183484930,1367,2693
678643457146150913,377,1943
678446151570427904,1437,3785
678424312106393600,2382,5163
678410210315247616,1683,3974
678399652199309312,29747,75908
678396796259975168,391,1504
678389028614488064,392,1760
678380236862578688,844,2299
678341075375947776,502,1627
678334497360859136,232,1224
678278586130948096,5717,10804
678255464182861824,345,1503
678023323247357953,352,1799
678021115718029313,5880,12848
677961670166224897,1583,3236
677918531514703872,382,1258
677895101218201600,1932,4548
677716515794329600,913,2872
677700003327029250,1341,3205
677698403548192770,299,1161
677687604918272002,790,2348
677673981332312066,1398,3144
677662372920729601,884,1839
677644091929329666,756,1758
677573743309385728,642,2004
677565715327688705,428,1229
677557565589463040,1073,2308
677547928504967168,3433,6519
677530072887205888,212,1001
677335745548390400,1627,2859
677334615166730240,263,1269
677331501395156992,217,1025
677328882937298944,1410,3450
677314812125323265,493,1557
677301033169788928,372,1156
677269281705472000,661,1859
677228873407442944,1524,3341
677187300187611136,846,2567
676975532580409345,992,2609
676957860086095872,757,2103
676949632774234114,367,1231
676948236477857792,804,2025
676946864479084545,341,1630
676942428000112642,696,1948
676936541936185344,4612,11998
676916996760600576,1695,2797
676897532954456065,679,2116
676864501615042560,653,1970
676821958043033607,14387,21496
676819651066732545,615,1715
676811746707918848,401,1350
676776431406465024,1888,4691
676617503762681856,888,2711
676613908052996102,185,1024
676606785097199616,406,1790
676603393314578432,355,1089
676593408224403456,1995,4289
676590572941893632,115,866
676588346097852417,727,2162
676582956622721024,254,1113
676575501977128964,1037,2415
676533798876651520,515,1762
676496375194980353,496,1432
676470639084101634,4352,10925
676440007570247681,615,1613
676430933382295552,316,1311
676263575653122048,504,1964
676237365392908289,259,1132
676219687039057920,28779,71832
676215927814406144,533,1626
676191832485810177,959,2124
676146341966438401,618,1807
676121918416756736,1080,2033
676101918813499392,1089,2659
676098748976615425,1304,2795
676089483918516224,406,1231
675898130735476737,526,1511
675891555769696257,789,1989
675888385639251968,878,2213
675878199931371520,1303,3906
675870721063669760,522,1525
675853064436391936,1188,2517
675849018447167488,131,887
675845657354215424,807,2125
675822767435051008,498,1424
675820929667219457,221,983
675798442703122432,3173,9616
675781562965868544,431,1506
675740360753160193,313,1102
675710890956750848,758,1755
675707330206547968,630,1844
675706639471788032,87,607
675534494439489536,377,1725
675531475945709568,353,1109
675522403582218240,261,972
675517828909424640,431,1205
675501075957489664,5417,16062
675497103322386432,1190,2922
675489971617296384,548,1201
675483430902214656,895,1711
675432746517426176,529,1414
675372240448454658,481,1574
675362609739206656,207,984
675354435921575936,15454,30354
675349384339542016,2100,3662
675334060156301312,1191,2581
675166823650848770,1446,3300
675153376133427200,2366,5807
675149409102012420,1570,3459
675147105808306176,212,874
675146535592706048,266,1098
675145476954566656,824,1991
675135153782571009,432,1211
675113801096802304,721,1806
675111688094527488,224,891
675109292475830276,1038,2608
675047298674663426,292,981
675015141583413248,1091,2514
675006312288268288,207,906
675003128568291329,429,1445
674999807681908736,1015,2077
674805413498527744,330,796
674800520222154752,786,2793
674793399141146624,1001,2317
674790488185167872,228,1024
674788554665512960,189,744
674781762103414784,1091,1861
674774481756377088,432,1021
674767892831932416,718,1686
674764817387900928,211,728
674754018082705410,402,1264
674752233200820224,422,1357
674743008475090944,498,1298
674742531037511680,46,443
674739953134403584,349,1012
674737130913071104,81,600
674690135443775488,434,1061
674670581682434048,595,1500
674664755118911488,219,845
674646392044941312,445,1326
674644256330530816,254,964
674638615994089473,538,1563
674632714662858753,524,1392
674606911342424069,90,866
674468880899788800,1866,5780
674447403907457024,326,985
674436901579923456,358,1028
674422304705744896,492,1331
674416750885273600,125,638
674410619106390016,421,1117
674394782723014656,518,1394
674372068062928900,290,791
674330906434379776,69,528
674318007229923329,472,1304
674307341513269249,6315,10524
674291837063053312,5354,13640
674271431610523648,671,1443
674269164442398721,213,845
674265582246694913,767,1511
674262580978937856,412,1220
674255168825880576,493,1348
674082852460433408,151,711
674075285688614912,260,925
674063288070742018,1991,5913
674053186244734976,1184,3058
674051556661161984,453,1343
674045139690631169,588,1306
674042553264685056,116,665
674038233588723717,387,1021
674036086168010753,186,791
674024893172875264,1123,1641
674019345211760640,279,1052
674014384960745472,588,1448
674008982932058114,322,1117
673956914389192708,877,1815
673919437611909120,340,1089
673906403526995968,1509,2952
673887867907739649,233,874
673716320723169284,691,2864
673715861853720576,1881,3263
673711475735838725,274,965
673709992831262724,242,782
673708611235921920,262,991
673707060090052608,358,1023
673705679337693185,373,1170
673700254269775872,522,1326
673697980713705472,1770,3649
673689733134946305,593,1613
673688752737402881,451,1167
673686845050527744,397,1331
673680198160809984,428,1264
673662677122719744,340,1164
673656262056419329,213,672
673636718965334016,332,1026
673612854080196609,658,1482
673583129559498752,327,1106
673580926094458881,252,773
673576835670777856,512,1278
673363615379013632,276,954
673359818736984064,613,1339
673355879178194945,520,1395
673352124999274496,491,1547
673350198937153538,193,705
673345638550134785,1154,2317
673343217010679808,246,899
673342308415348736,517,1182
673320132811366400,7151,12422
673317986296586240,227,817
673295268553605120,2879,6955
673270968295534593,328,994
673240798075449344,644,1322
673213039743795200,761,2056
673148804208660480,572,1559
672997845381865473,648,1823
672995267319328768,267,873
672988786805112832,265,909
672984142909456390,499,1163
672980819271634944,925,1682
672975131468300288,819,1550
672970152493887488,325,874
672968025906282496,494,1228
672964561327235073,585,1306
672902681409806336,448,1273
672898206762672129,383,834
672884426393653248,770,1421
672877615439593473,323,944
672834301050937345,522,1203
672828477930868736,441,1145
672640509974827008,287,907
672622327801233409,439,1191
672614745925664768,531,1124
672609152938721280,352,1010
672604026190569472,361,1017
672594978741354496,556,1224
672591762242805761,303,876
672591271085670400,172,662
672538107540070400,330,938
672523490734551040,152,577
672488522314567680,397,1030
672482722825261057,543,1033
672481316919734272,119,666
672475084225949696,640,1332
672466075045466113,478,1245
672272411274932228,3064,5940
672267570918129665,559,1367
672264251789176834,306,1047
672256522047614977,1386,2603
672254177670729728,678,1319
672248013293752320,545,1598
672245253877968896,142,627
672239279297454080,292,831
672231046314901505,917,1681
672222792075620352,189,724
672205392827572224,1039,2074
672169685991993344,333,940
672160042234327040,321,805
672139350159835138,630,1602
672125275208069120,1036,2193
672095186491711488,338,917
672082170312290304,334,869
672068090318987265,465,1186
671896809300709376,3805,7857
671891728106971137,513,1209
671882082306625538,1264,3219
671879137494245376,605,1304
671874878652489728,502,1153
671866342182637568,442,1036
671855973984772097,394,827
671789708968640512,3144,6544
671768281401958400,450,1098
671763349865160704,817,1542
671744970634719232,697,1250
671743150407421952,214,696
671735591348891648,684,1332
671729906628341761,3952,7817
671561002136281088,6585,11790
671550332464455680,192,839
671547767500775424,531,1247
671544874165002241,941,1797
671542985629241344,510,998
671538301157904385,349,856
671536543010570240,370,1084
671533943490011136,525,927
671528761649688577,233,776
671520732782923777,482,1279
671518598289059840,270,867
671511350426865664,637,1470
671504605491109889,3262,6458
671497587707535361,412,853
671488513339211776,436,923
671486386088865792,180,528
671485057807351808,212,702
671390180817915904,677,1319
671362598324076544,270,1023
671357843010908160,141,367
671355857343524864,111,445
671347597085433856,386,875
671186162933985280,190,666
671182547775299584,303,1019
671166507850801152,312,803
671163268581498880,1006,1507
671159727754231808,72,327
671154572044468225,199,653
671151324042559489,138,608
671147085991960577,200,609
671141549288370177,594,1060
671138694582165504,366,844
671134062904504320,172,676
671122204919246848,2282,3192
671115716440031232,707,1256
671109016219725825,395,1055
670995969505435648,262,1011
670842764863651840,7871,22782
670840546554966016,173,538
670838202509447168,624,1016
670833812859932673,113,398
670832455012716544,195,667
670826280409919488,3668,5064
670823764196741120,169,706
670822709593571328,88,556
670815497391357952,1390,2903
670811965569282048,243,1035
670807719151067136,445,1079
670804601705242624,866,1807
670803562457407488,82,312
670797304698376195,211,680
670792680469889025,246,759
670789397210615808,217,607
670786190031921152,183,552
670783437142401025,349,764
670782429121134593,699,1411
670780561024270336,262,726
670778058496974848,66,306
670764103623966721,387,997
670755717859713024,95,402
670733412878163972,464,886
670727704916926465,326,766
670717338665226240,436,1094
670704688707301377,338,719
670691627984359425,218,538
670679630144274432,255,688
670676092097810432,37,224
670668383499735048,4519,9822
670474236058800128,671,1392
670468609693655041,80,329
670465786746662913,496,893
670452855871037440,186,504
670449342516494336,586,1107
670444955656130560,1803,6237
670442337873600512,183,595
670435821946826752,466,972
670434127938719744,584,1302
670433248821026816,103,304
670428280563085312,555,1282
670427002554466305,146,481
670421925039075328,578,1205
670420569653809152,282,565
670417414769758208,296,527
670411370698022913,812,1857
670408998013820928,199,505
670403879788544000,138,391
670385711116361728,188,517
670374371102445568,248,689
670361874861563904,59,301
670338931251150849,101,396
670319130621435904,1109,3597
670303360680108032,118,402
670290420111441920,260,641
670093938074779648,298,945
670086499208155136,226,639
670079681849372674,1105,2034
670073503555706880,708,1432
670069087419133954,216,568
670061506722140161,299,691
670055038660800512,293,609
670046952931721218,159,593
670040295598354432,101,690
670037189829525505,250,543
670003130994700288,83,305
669993076832759809,75,298
669972011175813120,140,410
669970042633789440,50,280
669942763794931712,143,461
669926384437997569,87,348
669923323644657664,53,212
669753178989142016,360,732
669749430875258880,60,236
669684865554620416,79,463
669683899023405056,100,347
669682095984410625,123,323
669680153564442624,261,614
669661792646373376,387,744
669625907762618368,1637,3239
669603084620980224,332,881
669597912108789760,138,469
669583744538451968,841,1370
669573570759163904,126,402
669571471778410496,920,1463
669567591774625800,47,214
669564461267722241,108,358
669393256313184256,66,326
669375718304980992,653,1217
669371483794317312,158,447
669367896104181761,138,421
669363888236994561,207,573
669359674819481600,110,341
669354382627049472,1152,2481
669353438988365824,236,576
669351434509529089,166,398
669328503091937280,381,937
669327207240699904,112,530
669324657376567296,192,455
669216679721873412,365,1098
669214165781868544,143,398
669203728096960512,423,922
669037058363662336,281,598
669015743032369152,336,675
669006782128353280,219,530
669000397445533696,5742,19275
668994913074286592,203,400
668992363537309700,307,678
668989615043424256,303,619
668988183816871936,414,830
668986018524233728,147,503
668981893510119424,273,496
668979806671884288,312,730
668975677807423489,526,1199
668967877119254528,21,131
668960084974809088,222,645
668955713004314625,65,250
668932921458302977,53,235
668902994700836864,91,293
668892474547511297,133,369
668872652652679168,276,488
668852170888998912,146,418
668826086256599040,120,394
668815180734689280,234,511
668779399630725120,338,658
668655139528511488,198,486
668645506898350081,476,806
668643542311546881,468,808
668641109086707712,488,980
668636665813057536,449,952
668633411083464705,1445,2569
668631377374486528,290,654
668627278264475648,100,289
668625577880875008,116,348
668623201287675904,677,1297
668620235289837568,36,187
668614819948453888,286,564
668587383441514497,970,1540
668567822092664832,49,219
668544745690562560,204,469
668542336805281792,192,416
668537837512433665,63,233
668528771708952576,201,424
668507509523615744,94,297
668496999348633600,119,374
668484198282485761,214,384
668480044826800133,131,416
668466899341221888,463,808
668297328638447616,270,575
668291999406125056,29,222
668286279830867968,125,458
668274247790391296,211,754
668268907921326080,211,501
668256321989451776,540,1188
668248472370458624,423,868
668237644992782336,2552,5659
668226093875376128,90,265
668221241640230912,178,467
668204964695683073,178,511
668190681446379520,181,594
668171859951755264,168,443
668154635664932864,283,457
668142349051129856,254,529
668113020489474048,215,613
667937095915278337,725,1146
667924896115245057,98,272
667915453470232577,50,192
667911425562669056,261,448
667902449697558528,348,788
667886921285246976,963,1715
667885044254572545,422,758
667878741721415682,106,363
667873844930215936,367,573
667866724293877760,936,2792
667861340749471744,74,226
667832474953625600,57,266
667806454573760512,445,964
667801013445750784,84,293
667793409583771648,302,636
667782464991965184,222,375
667773195014021121,47,211
667766675769573376,198,390
667728196545200128,137,340
667724302356258817,285,440
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,2036,5277
667546741521195010,115,312
667544320556335104,479,784
667538891197542400,59,186
667534815156183040,473,744
667530908589760512,217,429
667524857454854144,1010,1550
667517642048163840,175,339
667509364010450944,1923,6273
667502640335572993,201,499
667495797102141441,238,478
667491009379606528,201,474
667470559035432960,88,231
667455448082227200,56,177
667453023279554560,80,289
667443425659232256,520,706
